"","product_id","flower","variety","days_to_germination","sowing","light_preference","soil_requirements","plant_spacing","hardiness_zones","harvest","uses","scientific_name","alternate_names","plant_height","soil","alternate_name","p_h","tips","transplant","direct_seed","dried","stem_length","scientific_names","vase_life","notes","pelleted_seed","direct_seed_recommended","fresh","note","cut_flowers","edible","soil_requirements_2","uses_2","growing_on","scientific_na_me","light_requirements","use","pods","edible_flowers","special_instructions","disease","note_in_hardiness_zones_9_10","planting_bulbs","storage_temperature","alternate_common_names","selection","store_bulbs_if_you_cant_plant_right_away","note_on_tulips_in_hardiness_zones_8_10","mulch","inspecting_your_bulbs","pests_and_diseases","x","light_preferences"
"423","3490","Tulips","Beauty of SpringTulip Bulb",NA,"Bulbs should be planted soon after arrival (or immediately after pre-chilling) and when the soil has cooled to 55°F (13°C) or cooler, and nighttime temperatures consistently drop to 40–50°F (4–10°C) but before the ground freezes. Planting about 5-6 weeks before the ground freezes allows the bulbs sufficient time for root development.","Sun/Part Shade. Full sun is ideal, but tulips will tolerate part shade, especially during hot weather. Tulips require at least 5–6 hours of sun per day at the time of bloom.",NA,"Tulips for annual cut-flower production: Space bulbs ¼–½"" apart, like eggs in an egg carton (as close together as possible without allowing the bulbs to touch each other). Tulips in landscape beds or garden beds: Space bulbs 1–6"" apart.","With some exceptions, many of the hybrid tulips do not naturalize for dependable blooms year after year. Therefore, cut-flower growers often treat tulips as annuals. Refer to individual product descriptions for more information. Parrot tulips grow best in zones 4–7. Double Late, Single Late and Darwin Hybrid tulips grow in zones 3–7. Darwin Hybrid tulips are known to perennialize /naturalize depending on care and location. If perennial production is desired, remove spent blooms, leaving stem and foliage intact until they naturally die back, turning yellow or brown.","When the flowers show color, but before they begin to open. For optimal stem length, harvest by reaching to the base of the stem and gently pulling straight up. This method will add 3–6"" of stem length, compared to cutting the stems at the soil line. For longer term holding/storage: Tulip flowers can be harvested with the bulb on the stem by lifting the bulbs with a garden fork and pulling up. Harvesting with the bulb in place (attached to the stem) provides a food source for the tulip during long-term storage. Stand tulips upright or bunch and wrap stems in paper to keep the stems straight in storage. For the home garden, if treating as a garden perennial: Avoid taking leaves when harvesting flowers, they are needed to manufacture energy for next year's blooms.Deadhead any blooms you do not harvest. Wait until the plant leaves have turned brown before mowing over. Store stems in plain, clean water.",NA,"Tulipa spp.",NA,"Varies by variety.","Tulip bulbs require a well-drained soil with pH 6.0–7.0. Amend the soil according to soil test results and as necessary to adjust the pH and optimize drainage. Planting in raised beds or the addition of compost can improve drainage. Avoid excess nitrogen and fresh manure.",NA,NA,NA,NA,NA,NA,"Varies by variety.",NA,"Approximately 10 days. Note that tulips ""walk"" in the vase; the stem continues to grow in the vase and bend toward the light, causing the flower to move over time.","Bulb size: Bulbs are sized at 12+cm. The circumference of the bulb at center is 12 centimeters or larger. This is ""Top Size"" and the standard for cut-flower and garden tulips.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Loosen the soil to a depth of 8–12"" to help ensure adequate root establishment. Adding a layer of compost to the root zone at planting will also aid in root establishment and plant growth. Press bulbs, upright, into the prepared soil (with the pointed end up and the fatter, flat end down). Cover bulbs with soil 2½–3 times deeper than the bulb height, or deeper in locations with light soil. For example, a 1½"" tall bulb should be covered with 4–5"" of soil. As a rule of thumb, planting a bit too deep is better than planting too shallow. Planting each bulb at the same depth will help ensure that they all bloom at the same time. Water immediately after fall planting. Thereafter, normal rainfall should suffice in all but the driest climates.","Optimal cut-flower storage temperature is 32–35°F (0–2°C).",NA,NA,"If you cannot plant right away, you can store bulbs for up to a month by following these steps. Open all bags and boxes and place bulbs in a cool, dark, dry area (such as a root cellar, basement or garage), with good air circulation. You can alternatively store your bulbs in the refrigerator crisper drawer, but do not store them with ripening fruits; ethylene gas released by ripening apples and other fruits can cause the flower inside the bulb to abort or incompletely form. Temperatures of 38–65°F (3–18°C) are fine; the cooler the better, but do not freeze your bulbs.","Chilling during the bulb's dormant period is required for flower development. Johnny's does not currently offer prechilled bulbs. If you are located in Zones 8–10, you will need to prechill your bulbs at 38–45°F (3–7°C), for 6–12 weeks before planting. To prechill, leave bulbs in their bags and place in a refrigerator for up to 12 weeks. Be careful not to store bulbs near fruit, especially apples. Once bulbs have been chilled, plant them immediately, at the coolest time of the year. In Zones 9–10, because chilling does not naturally occur, bulbs will only bloom once, in the spring following planting of prechilled bulbs.","While not required, mulching with a layer of chopped straw, chopped leaves, or pine bark 2–4"" deep can be helpful for preserving moisture, cooling the soil, and deterring weeds. Wait to apply mulch until after the ground has frozen; damage to bulbs can occur if the mulch is applied when the soil temperatures are too high. Remove mulch in early spring. Leaving mulch in place will delay flowering.","The exterior of the bulbs may have a small amount of blue mold (Penicillium) present. This is typical and rarely a concern to the health of the bulb or your soil. Bulbs may have small scuffs or scars from the harvest process, and outer skin of the bulb may not be fully intact. This is also common and will not affect the productivity of the bulbs.","Botrytis blight (Botrytis tulipae; also known as tulip fire) is a fungal disease that causes soft brown spots on leaves, stems, and flowers. It can progress rapidly and kill large numbers of plants. Reduce the risk of Botrytis blight by planting in well-drained soil and avoiding overcrowding plants. Avoid excess nitrogen, which can weaken plants, and be sure to clean crop debris from the field/garden each year. Destroy infected plants and rotate out of infected soil for at least 2 years. Aphids can attack plants and spread virus. Control with a horticultural soap, or, if growing in a greenhouse, the parasitoid wasp Aphidius is an alternative option.","",NA
"424","1558","Verbena","Verbena bonariensisFlower Seed","14-28 days at 60-86°F (16-30°C). Alternating temperatures between 60°F (16°C) at night and 86°F (30°C) during the day helps to break dormancy.","Transplant (recommended) — Sow 8-12 weeks before last frost. Cover seed lightly with growing medium. Seed is slow to germinate and sensitive to excess moisture, so keep growing medium on the dry side until emergence. Place seed trays on a heat mat during the day and remove at night to ensure the proper germination temperature. Transplant to cell packs or larger containers after true leaves appear. Harden off and transplant outside after the last frost. Direct seed — Direct seed only in areas with long growing seasons. Sow seeds after the last frost, barely covering seeds.","Sun.","Almost any soil.","18-24"".","Zones 7-10.","Fresh: Harvest when the outer 2-4 layers of flowers are open.","Fresh cut flower, borders, beds, containers, and mass plantings.","Verbena bonariensis","Purple-top verbena, tall verbena, South American vervain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May self-sow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","1413","Viola (Pansy)","Sorbet Formula Mix(F1) Viola Seed","4-7 days at 62-68°F (17-20°C).","Transplant: Sow 8-12 weeks before the last frost. Cover seeds lightly. Bottom water or mist to avoid covering the seeds with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear. Continue to grow at cool temperatures and high light levels to minimize stretching. Harden off and transplant outside. Violas will tolerate a light frost. In climates with mild winters, violas may be sown late summer to fall. Direct seeding is not recommend.",NA,"Rich, well-drained soil.","6-9"".","Varies.","Edible flowers: Harvest when flower are fully open. Deadhead for continuous blooms.","Bedding plant. Excellent in containers. Edible flowers.","Viola spp.","Johnny jump-up, European field pansy, heart's ease, hybrid violet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sun/Part Shade."
"426","1828","Viola (Pansy)","Penny All Season Mix(F1) Viola Seed","4-7 days at 62-68°F (17-20°C).","Transplant: Sow 8-12 weeks before the last frost. Cover seeds lightly. Bottom water or mist to avoid covering the seeds with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear. Continue to grow at cool temperatures and high light levels to minimize stretching. Harden off and transplant outside. Violas will tolerate a light frost. In climates with mild winters, violas may be sown late summer to fall. Direct seeding is not recommend.",NA,"Rich, well-drained soil.","6-9"".","Varies.","Edible flowers: Harvest when flower are fully open. Deadhead for continuous blooms.","Bedding plant. Excellent in containers. Edible flowers.","Viola spp.","Johnny jump-up, European field pansy, heart's ease, hybrid violet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sun/Part Shade."
"427","1442","Viola (Pansy)","Helen MountViola Seed","4-7 days at 62-68°F (17-20°C).","Transplant: Sow 8-12 weeks before the last frost. Cover seeds lightly. Bottom water or mist to avoid covering the seeds with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear. Continue to grow at cool temperatures and high light levels to minimize stretching. Harden off and transplant outside. Violas will tolerate a light frost. In climates with mild winters, violas may be sown late summer to fall. Direct seeding is not recommend.",NA,"Rich, well-drained soil.","6-9"".","Varies.","Edible flowers: Harvest when flower are fully open. Deadhead for continuous blooms.","Bedding plant. Excellent in containers. Edible flowers.","Viola spp.","Johnny jump-up, European field pansy, heart's ease, hybrid violet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sun/Part Shade."
"428","1626","Viola (Pansy)","Majestic Giants II Formula Mix(F1) Viola Seed","4-7 days at 62-68°F (17-20°C).","Transplant: Sow 8-12 weeks before the last frost. Cover seeds lightly. Bottom water or mist to avoid covering the seeds with displaced soil. Transplant to cell packs or larger containers when the first true leaves appear. Continue to grow at cool temperatures and high light levels to minimize stretching. Harden off and transplant outside. Violas will tolerate a light frost. In climates with mild winters, violas may be sown late summer to fall. Direct seeding is not recommend.",NA,"Rich, well-drained soil.","6-9"".","Varies.","Edible flowers: Harvest when flower are fully open. Deadhead for continuous blooms.","Bedding plant. Excellent in containers. Edible flowers.","Viola spp.","Johnny jump-up, European field pansy, heart's ease, hybrid violet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sun/Part Shade."
"429","3878G","Yarrow","Colorado MixOrganic Yarrow Seed","10-14 days at 65-72°F (18-22°C).","Transplant (recommended): Sow 8-10 weeks before last frost. Do not cover seed as light is required for germination. Bottom water or mist lightly to avoid covering the seed with displaced soil. Transplant to cell packs or 2-4"" containers when the first true leaves appear, approximately 3 weeks after sowing. Harden off and transplant outside after the last frost. Direct seed: Sow seed in late spring, after late frost, early summer, or fall. Thin to stand 12-24"" apart. Support may be necessary.","Sun.","Any well-drained soil.","12-24"".","Zones 2-9.","Fresh: Harvest when pollen is visible on the flowers. Cut in the coolest part of the day.","Excellent cut or dried flower. Permanent beds and mass plantings.","Achillea millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Divide every 3-4 years to maintain vigor.",NA,NA,NA,NA,"Grow seedlings for 3-5 weeks at 70-72°F (21-22°C) in full light.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","4146G","Zinnias","Jim Baggett's Choice MixOrganic Zinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","1346","Zinnias","Benary's Giant MixZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","1987","Zinnias","Queen Red LimeZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","3700","Zinnias","Queen Lime with BlushZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","3355","Zinnias","Queen Lime OrangeZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","1368","Zinnias","Benary's Giant WhiteZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","1365","Zinnias","Benary's Giant OrangeZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","1364","Zinnias","Benary's Giant Golden YellowZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","1789","Zinnias","Benary's Giant LimeZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","1359","Zinnias","Benary's Giant Bright PinkZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","1369","Zinnias","Benary's Giant PurpleZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","1362","Zinnias","Benary's Giant Salmon RoseZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","1866","Zinnias","Benary's Giant WineZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","1367","Zinnias","Benary's Giant Deep RedZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","1880","Zinnias","Giant Dahlia Flowered Creamy YellowZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","1370","Zinnias","Benary's Giant ScarletZinnia Seed","3-5 days at 80-85°F (27-29°C). A heat mat can help maintain an accurate temperature. Lower temperatures will result in slower germination.","Transplant: Sow 4 weeks before last frost. Cover seed and keep soil surface moist until emergence. When seedlings have true leaves, transplant into cell packs. Do not allow plants to become root bound and do not disturb roots; transplant shock may cause double to revert back to singles. Direct seed: After last frost when the soil is warm, sow thinly, 6 seeds per foot, 1/4"" deep. Cover lightly but firmly. Keep surface from drying out until emergence. Thin after the first true leaves appear.","Sun.","Fertile soil rich in organic matter.","9-12"".","Annual.","Fresh: Harvest before flowers are completely open. With the exception of the Profusion varieties, deadheading is necessary to prolong blooming and encourage branching.","Taller varieties make excellent cut flowers. Beds, borders, and mass plantings.","Zinnia spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
